Item ID,Sentiment,SentimentText,Recommended complaint category,cleaned_text,final_text,word_count
226,0,@RailMinIndia my father is travelling with pnr 211-9093949 and he informed me that all the fans are not working in his coach cnt7773004713,Cleanliness & Facilities,railminindia my father is travelling with pnr and he informed me that all the fans are not working in his coach cnt,railminindia father travelling pnr informed fans working coach cnt,9
227,5,@sureshpprabhu @RailMinIndia how is dat possible sir?we hv to give 200/- extra to da agent to buy tickets.this is not fair. Plz help.,Ticketing & Reservation,sureshpprabhu railminindia how is dat possible sirwe hv to give extra to da agent to buy ticketsthis is not fair plz help,sureshpprabhu railminindia dat possible sirwe hv give extra da agent buy ticketsthis fair plz help,15
228,5,@RailMinIndia @WesternRly @drmadiwr @sureshpprabhu You still cannot get a seat unless you bribe TTE. Refer my complaint # W/WR/BCT/000132702,Ticketing & Reservation,railminindia westernrly drmadiwr sureshpprabhu you still cannot get a seat unless you bribe tte refer my complaint wwrbct,railminindia westernrly drmadiwr sureshpprabhu still cannot get seat unless bribe tte refer complaint wwrbct,14
229,5,@sureshpprabhu @RailMinIndia @IRCTC_Ltd kinly help with irctc refund doing follow up with irctc since 24th May.,Ticketing & Reservation,sureshpprabhu railminindia irctcltd kinly help with irctc refund doing follow up with irctc since th may,sureshpprabhu railminindia irctcltd kinly help irctc refund follow irctc since th may,12
230,6,@RailMinIndia no one responding on phone call at enquiry in jamalpur station. Please consider my complaint because… https://t.co/PZGqiiUpil,Irrelevant & Noise,railminindia no one responding on phone call at enquiry in jamalpur station please consider my complaint because,railminindia one responding phone call enquiry jamalpur station please consider complaint,11
231,5,@RailMinIndia dear sir i have book a ticket and i cancelled but the refund is not given by u plz help,Ticketing & Reservation,railminindia dear sir i have book a ticket and i cancelled but the refund is not given by u plz help,railminindia dear sir book ticket cancelled refund given u plz help,11
232,6,RT @sureshpprabhu: https://t.co/06uwLS5m7J,Irrelevant & Noise,rt sureshpprabhu,rt sureshpprabhu,2
233,0,@RailMinIndia @sureshpprabhu 231-9103685trn no.14854 PNR:  Charging socket of coach A1 is not working properly. Tripped several times.,Cleanliness & Facilities,railminindia sureshpprabhu trn no pnr charging socket of coach a is not working properly tripped several times,railminindia sureshpprabhu trn pnr charging socket coach working properly tripped several times,12
234,5,@RailMinIndia dear sir if the railway cancel the train due to there work then why the railway is not paying refund,Ticketing & Reservation,railminindia dear sir if the railway cancel the train due to there work then why the railway is not paying refund,railminindia dear sir railway cancel train due work railway paying refund,11
235,5,@RailMinIndia @Rajeshazra @drmlko25 @srdommb  kindly look into this,Ticketing & Reservation,railminindia rajeshazra drmlko srdommb kindly look into this,railminindia rajeshazra drmlko srdommb kindly look,6
236,7,"@RailMinIndia @SHIVAM_1234515 Sir, inconvenience regretted. Please lodge your FIR (if not lodged) with GRP and purs… https://t.co/lSb34osAX0",Customer Support Response,railminindia shivam sir inconvenience regretted please lodge your fir if not lodged with grp and purs,railminindia shivam sir inconvenience regretted please lodge fir lodged grp purs,11
237,5,@sureshpprabhu @RailMinIndia @PMOIndia I think buying 1st class ticket of mumbai local proves that we are bigger asshole as there is no diff,Ticketing & Reservation,sureshpprabhu railminindia pmoindia i think buying st class ticket of mumbai local proves that we are bigger asshole as there is no diff,sureshpprabhu railminindia pmoindia think buying st class ticket mumbai local proves bigger asshole diff,14
238,0,@RailMinIndia train no 12548; coach B2; problem - AC not working !!Can some one help pls,Cleanliness & Facilities,railminindia train no coach b problem ac not working can some one help pls,railminindia train coach b problem ac working one help pls,10
239,0,@RailMinIndia @sudhirchaudhary Travelling by Mahanama exp22417. pathetic experience.regret watching its news on Zee. 1/2,Cleanliness & Facilities,railminindia sudhirchaudhary travelling by mahanama exp pathetic experienceregret watching its news on zee,railminindia sudhirchaudhary travelling mahanama exp pathetic experienceregret watching news zee,10
240,6,"RT @KonkanRailway: ""Alert Rly Man is the best safety device",Irrelevant & Noise,rt konkanrailway alert rly man is the best safety device,rt konkanrailway alert rly man best safety device,8
241,5,@RailMinIndia I booked tickets from IRCTC MOBILE APP the tickets are not booked but the payment is done Does We are… https://t.co/KplXE4MvOp,Ticketing & Reservation,railminindia i booked tickets from irctc mobile app the tickets are not booked but the payment is done does we are,railminindia booked tickets irctc mobile app tickets booked payment done,10
242,4,@RailMinIndia @sureshpprabhu sir please delay the train by 10 min please,Delay / Running Status,railminindia sureshpprabhu sir please delay the train by min please,railminindia sureshpprabhu sir please delay train min please,8
243,4,@RailMinIndia @pk_9451 In such cases what is the way out. Please suggest solutions,Delay / Running Status,railminindia pk in such cases what is the way out please suggest solutions,railminindia pk cases way please suggest solutions,7
244,7,@RailMinIndia @pavansonidegana Inconvenience caused is regretted. This facility is provided on platform number one… https://t.co/JUeRotn6C0,Customer Support Response,railminindia pavansonidegana inconvenience caused is regretted this facility is provided on platform number one,railminindia pavansonidegana inconvenience caused regretted facility provided platform number one,10
245,7,@RailMinIndia @bbiswajit88 Kindly share Train no.,Customer Support Response,railminindia bbiswajit kindly share train no,railminindia bbiswajit kindly share train,5
246,0,"@RailMinIndia @sureshpprabhu @GM_NRly sir train no 22824 coach B5 train just left NDLS, still toilets r dirty &amp; waiting passenger travelling",Cleanliness & Facilities,railminindia sureshpprabhu gmnrly sir train no coach b train just left ndls still toilets r dirty amp waiting passenger travelling,railminindia sureshpprabhu gmnrly sir train coach b train left ndls still toilets r dirty amp waiting passenger travelling,18
247,4,"@RailMinIndia @sureshpprabhu No lights at BE platform 4, pitch dark from late evening to early morning. Inconvenience to passengers.",Delay / Running Status,railminindia sureshpprabhu no lights at be platform pitch dark from late evening to early morning inconvenience to passengers,railminindia sureshpprabhu lights platform pitch dark late evening early morning inconvenience passengers,12
248,6,@RailMinIndia plz continue train no 14307-14308,Irrelevant & Noise,railminindia plz continue train no,railminindia plz continue train,4
249,2,"@SRDMERTM @RatlamDRM @RailMinIndia @IR_ENHM No one has attended at COR , now we are about to reach kota, now the co… https://t.co/9Z5CTznuCd",Medical Emergency,srdmertm ratlamdrm railminindia irenhm no one has attended at cor now we are about to reach kota now the co,srdmertm ratlamdrm railminindia irenhm one attended cor reach kota co,10
250,4,"@rahuljaincool @RailMinIndia @PiyushGoyal @IRCTC_Ltd Please share train no, and coach position.",Delay / Running Status,rahuljaincool railminindia piyushgoyal irctcltd please share train no and coach position,rahuljaincool railminindia piyushgoyal irctcltd please share train coach position,9
251,4,"@RailMinIndia sir train is alredy 2hrs late, &amp;  and ac staff switch off ac from igatpuri",Delay / Running Status,railminindia sir train is alredy hrs late amp and ac staff switch off ac from igatpuri,railminindia sir train alredy hrs late amp ac staff switch ac igatpuri,12
252,0,@RailMinIndia travelling15657 new alipurduar to guwahati.no new bed covers &amp; smelling bed sheet. Blanket condition pathetic. disappointed,Cleanliness & Facilities,railminindia travelling new alipurduar to guwahatino new bed covers amp smelling bed sheet blanket condition pathetic disappointed,railminindia travelling new alipurduar guwahatino new bed covers amp smelling bed sheet blanket condition pathetic disappointed,16
253,1,@IRCTC_Ltd @RailMinIndia @RailMinIndia   Take some serious action on these people who is not understand rules and l… https://t.co/BQyjpBMNSn,Safety & Security,irctcltd railminindia railminindia take some serious action on these people who is not understand rules and l,irctcltd railminindia railminindia take serious action people understand rules l,10
254,5,@RailMinIndia No ticket checkers are bothered,Ticketing & Reservation,railminindia no ticket checkers are bothered,railminindia ticket checkers bothered,4
255,6,@sureshpprabhu @RailMinIndia Enjoying WiFi at Lko station.Good speed.15% service tax ????  WIFi ?? ???? ???cleaning is also good here.,Irrelevant & Noise,sureshpprabhu railminindia enjoying wifi at lko stationgood speed service tax wifi cleaning is also good here,sureshpprabhu railminindia enjoying wifi lko stationgood speed service tax wifi cleaning also good,13
256,2,@RailMinIndia need medical assistance in train number 12554 pnr is 2417720180 feeling stomach pain,Medical Emergency,railminindia need medical assistance in train number pnr is feeling stomach pain,railminindia need medical assistance train number pnr feeling stomach pain,10
257,0,@sureshpprabhu @RailMinIndia  Water Scarcity in Palamu Express 12348..Not a single drop of water in Toilet from origin in S4,Cleanliness & Facilities,sureshpprabhu railminindia water scarcity in palamu express not a single drop of water in toilet from origin in s,sureshpprabhu railminindia water scarcity palamu express single drop water toilet origin,11
258,4,"@RailMinIndia Train# 12562 schedule dep.for 20:35,then 11:00p.m, then announced 00:35a.m &amp; now no one knows when?@sureshpprabhu 1/2",Delay / Running Status,railminindia train schedule depfor then pm then announced am amp now no one knows whensureshpprabhu,railminindia train schedule depfor pm announced amp one knows whensureshpprabhu,10
259,1,"@RailMinIndia @Harishsangita  Sir, FIR lodged by GRP/Tundla vide Cr.No. Nil-19/16 U/S 379 IPC has been transferred to GRP/Etawa.",Safety & Security,railminindia harishsangita sir fir lodged by grptundla vide crno nil us ipc has been transferred to grpetawa,railminindia harishsangita sir fir lodged grptundla vide crno nil us ipc transferred grpetawa,13
260,0,@RailMinIndia @sureshpprabhu 12904 BRC TO BCT. SEAT S5 55 - FANS NOT WORKING. HELP WILL BE GREATLY APLRECIATED,Cleanliness & Facilities,railminindia sureshpprabhu brc to bct seat s fans not working help will be greatly aplreciated,railminindia sureshpprabhu brc bct seat fans working help greatly aplreciated,10
261,6,"RT @stevensgreen1: Petition all you like, if @FineGael continually cut PSO @IrishRail and under invest in public transport the travell… ",Irrelevant & Noise,rt stevensgreen petition all you like if finegael continually cut pso irishrail and under invest in public transport the travell,rt stevensgreen petition like finegael continually cut pso irishrail invest public transport travell,13
262,5,@sureshpprabhu @RailMinIndia irctc booking in tatkal site very slow even after 30 mins of prime time. Before Two weeks it was OK.,Ticketing & Reservation,sureshpprabhu railminindia irctc booking in tatkal site very slow even after mins of prime time before two weeks it was ok,sureshpprabhu railminindia irctc booking tatkal site slow even mins prime time two weeks ok,14
263,6,"@RailMinIndia @sureshpprabhu if it rains, ring road between k r puram to silkboard B'lore will be jam pack, rechd office 1pm instead of 9am",Irrelevant & Noise,railminindia sureshpprabhu if it rains ring road between k r puram to silkboard blore will be jam pack rechd office pm instead of am,railminindia sureshpprabhu rains ring road k r puram silkboard blore jam pack rechd office pm instead,16
264,0,@RailMinIndia there is no water in coach no  S-3 /2 in train bskt kamakhya express no 15623. train is to reach baurani jn.,Cleanliness & Facilities,railminindia there is no water in coach no s in train bskt kamakhya express no train is to reach baurani jn,railminindia water coach train bskt kamakhya express train reach baurani jn,11
265,0,@RailMinIndia sir you promote swach bharat abhiyan but brokers of toilets at various railway station charges 5 to 10 rs to for using toilets,Cleanliness & Facilities,railminindia sir you promote swach bharat abhiyan but brokers of toilets at various railway station charges to rs to for using toilets,railminindia sir promote swach bharat abhiyan brokers toilets various railway station charges rs using toilets,15
266,0,"@RailMinIndia travelling from bnglr to murudeswar in train 16523,s5 coach.toilets a stinckng and its tough for passengers to sit here",Cleanliness & Facilities,railminindia travelling from bnglr to murudeswar in train s coachtoilets a stinckng and its tough for passengers to sit here,railminindia travelling bnglr murudeswar train coachtoilets stinckng tough passengers sit,10
267,5,"@RailMinIndia the process of student concession  in season tickets is so critical in ajmer railway region. I am at udaipur, helpless",Ticketing & Reservation,railminindia the process of student concession in season tickets is so critical in ajmer railway region i am at udaipur helpless,railminindia process student concession season tickets critical ajmer railway region udaipur helpless,12
268,7,RT @Venkati5: @SrDOMhyb @asb_ambati @jijjuu @drmhyb @FeaYogesh @UttamChakram @RailMinIndia @SCRailwayIndia @eswarkanchu…,Customer Support Response,rt venkati srdomhyb asbambati jijjuu drmhyb feayogesh uttamchakram railminindia scrailwayindia eswarkanchu,rt venkati srdomhyb asbambati jijjuu drmhyb feayogesh uttamchakram railminindia scrailwayindia eswarkanchu,11
269,4,@RailMinIndia @sureshpprabhu  train no 12502 is made unexpected late without any reason . We r held up at ahraura since last one hour.,Delay / Running Status,railminindia sureshpprabhu train no is made unexpected late without any reason we r held up at ahraura since last one hour,railminindia sureshpprabhu train made unexpected late without reason r held ahraura since last one hour,15
270,4,@sureshpprabhu @RailMinIndia   Train 12241 journey from Cdg to LDH is 100 mins But train is stopping @ every station late by 30 mins,Delay / Running Status,sureshpprabhu railminindia train journey from cdg to ldh is mins but train is stopping every station late by mins,sureshpprabhu railminindia train journey cdg ldh mins train stopping every station late mins,13
271,6,@RailMinIndia @sureshpprabhu  Ultimate speed coming of free WiFi provided by Google at Lucknow railway station. Thanks all.??,Irrelevant & Noise,railminindia sureshpprabhu ultimate speed coming of free wifi provided by google at lucknow railway station thanks all,railminindia sureshpprabhu ultimate speed coming free wifi provided google lucknow railway station thanks,13
272,5,@RailMinIndia sir TC collector of every train take black money for allotting seat. Which is depend on ticket min 200? it hpnd wid  me,Ticketing & Reservation,railminindia sir tc collector of every train take black money for allotting seat which is depend on ticket min it hpnd wid me,railminindia sir tc collector every train take black money allotting seat depend ticket min hpnd wid,16
273,0,"@RailMinIndia it's really bad service for RAC under 3rd AC category.... Really a bad experience.. No pillow,no bed sheet n really rude staff",Cleanliness & Facilities,railminindia its really bad service for rac under rd ac category really a bad experience no pillowno bed sheet n really rude staff,railminindia really bad service rac rd ac category really bad experience pillowno bed sheet n really rude staff,18
274,6,@RailMinIndia Thanks for your reply,Irrelevant & Noise,railminindia thanks for your reply,railminindia thanks reply,3
275,3,@RailMinIndia What is the actual price of dinner food in railway? I am in Porbandar- Motihari exp. 19269,Food & Catering,railminindia what is the actual price of dinner food in railway i am in porbandar motihari exp,railminindia actual price dinner food railway porbandar motihari exp,9
276,5,@RailMinIndia Huge crowd waiting to get tickets fr train# 16116 in VM stn but only 2 counters functioning.  Pls increase no of counters.,Ticketing & Reservation,railminindia huge crowd waiting to get tickets fr train in vm stn but only counters functioning pls increase no of counters,railminindia huge crowd waiting get tickets fr train vm stn counters functioning pls increase counters,15
277,5,"@sureshpprabhu Sir, IRCTC ticket booking site goes stuck daily from 11 am to 11.30 am during tatkal booking. @RailMinIndia",Ticketing & Reservation,sureshpprabhu sir irctc ticket booking site goes stuck daily from am to am during tatkal booking railminindia,sureshpprabhu sir irctc ticket booking site goes stuck daily tatkal booking railminindia,12
278,6,@Maths_Expert @ankulaagarwal @drmbct @RailMinIndia @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct YES,Irrelevant & Noise,mathsexpert ankulaagarwal drmbct railminindia iredmechg crsechgsrly ccrbct srdmebct yes,mathsexpert ankulaagarwal drmbct railminindia iredmechg crsechgsrly ccrbct srdmebct yes,9
279,3,@RailMinIndia I want to know about meal throughout my journey . Reply me as soon as possible,Food & Catering,railminindia i want to know about meal throughout my journey reply me as soon as possible,railminindia want know meal throughout journey reply soon possible,9
280,2,"@RailMinIndia , my child is suffering from high fever, can i take Carlpol syrup in train no 12565, A1/40",Medical Emergency,railminindia my child is suffering from high fever can i take carlpol syrup in train no a,railminindia child suffering high fever take carlpol syrup train,9
281,6,@imvikas10x @Central_Railway @RailMinIndia @PiyushGoyal @PiyushGoyalOffc @mygovindia @PMOIndia @nitin_gadkari… https://t.co/PTC5NKfsv5,Irrelevant & Noise,imvikasx centralrailway railminindia piyushgoyal piyushgoyaloffc mygovindia pmoindia nitingadkari,imvikasx centralrailway railminindia piyushgoyal piyushgoyaloffc mygovindia pmoindia nitingadkari,8
282,4,@RailMinIndia @sureshpprabhu pathetic railway 5 to 6 train has been overtaken at cheoki n dis suvidha is stuck mre than 1hrs now 05514,Delay / Running Status,railminindia sureshpprabhu pathetic railway to train has been overtaken at cheoki n dis suvidha is stuck mre than hrs now,railminindia sureshpprabhu pathetic railway train overtaken cheoki n dis suvidha stuck mre hrs,13
283,7,@leomanojc @vikaskh05172507 @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia… https://t.co/ZYfC5aoBnl,Customer Support Response,leomanojc vikaskh narenreddy saynotohindi mnsadhikrut abpmajhatv anilshidore railminindia,leomanojc vikaskh narenreddy saynotohindi mnsadhikrut abpmajhatv anilshidore railminindia,8
284,6,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc  https://t.co/pI0q6MyzyH,Irrelevant & Noise,irctcltd railminindia piyushgoyaloffc,irctcltd railminindia piyushgoyaloffc,3
285,0,@RailMinIndia continuos water wastage fr om southern most tap at patna junction  platform no. 9.dont know whom to contact,Cleanliness & Facilities,railminindia continuos water wastage fr om southern most tap at patna junction platform no dont know whom to contact,railminindia continuos water wastage fr om southern tap patna junction platform dont know contact,14
286,3,@RailMinIndia @drmjabalpur @IRCTC_Ltd @sureshpprabhu  There is no water served in the train no. 12295 with the food. The pnr is 4419894531,Food & Catering,railminindia drmjabalpur irctcltd sureshpprabhu there is no water served in the train no with the food the pnr is,railminindia drmjabalpur irctcltd sureshpprabhu water served train food pnr,9
287,5,@RailMinIndia @drmadiwr @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coa… https://t.co/r6okRu4sYv,Ticketing & Reservation,railminindia drmadiwr railminindia drmadiwr piyushgoyal irctcltd ajmer exp some people sleeping in local coa,railminindia drmadiwr railminindia drmadiwr piyushgoyal irctcltd ajmer exp people sleeping local coa,12
288,6,@sureshpprabhu @RailMinIndia @Central_Railway @Narendra_IRTS progress for mumbai harbour line is snail slowCattle class traveling :(,Irrelevant & Noise,sureshpprabhu railminindia centralrailway narendrairts progress for mumbai harbour line is snail slowcattle class traveling,sureshpprabhu railminindia centralrailway narendrairts progress mumbai harbour line snail slowcattle class traveling,12
289,5,@RailMinIndia  irctc shows this stupid error when trying to book tatkal. I lost n dint get tikt. Tnx to awesome bugs https://t.co/gqoiCQQNdE,Ticketing & Reservation,railminindia irctc shows this stupid error when trying to book tatkal i lost n dint get tikt tnx to awesome bugs,railminindia irctc shows stupid error trying book tatkal lost n dint get tikt tnx awesome bugs,16
290,0,@RailMinIndia @sureshpprabhu @mumbairailusers vr cleaning station wat abt train coaches. Where is swach train?? https://t.co/3prxLDCXXf,Cleanliness & Facilities,railminindia sureshpprabhu mumbairailusers vr cleaning station wat abt train coaches where is swach train,railminindia sureshpprabhu mumbairailusers vr cleaning station wat abt train coaches swach train,12
291,7,@RailMinIndia @DArpitBhargava @ed_eeg @drm_moradabad Matter has been forwarded to concerned official @SrdeegA   for N/\A,Customer Support Response,railminindia darpitbhargava edeeg drmmoradabad matter has been forwarded to concerned official srdeega for na,railminindia darpitbhargava edeeg drmmoradabad matter forwarded concerned official srdeega na,10
292,2,"@RailMinIndia..sir when will be taking furthr action adv 01/2015 sse p way SR zone ..medical,joining..no information given by SR hq chhanai",Medical Emergency,railminindiasir when will be taking furthr action adv sse p way sr zone medicaljoiningno information given by sr hq chhanai,railminindiasir taking furthr action adv sse p way sr zone medicaljoiningno information given sr hq chhanai,16
293,5,@RailMinIndia https://t.co/FMjTWe2fCcbribe taken by  your police in General coaches,Ticketing & Reservation,railminindia taken by your police in general coaches,railminindia taken police general coaches,5
294,4,"#IncredibleIndia In Journey tym of 12 hrs, trn is running late by almost same tym. Leads to frustration whn v don't… https://t.co/D8fQiwy8IG",Delay / Running Status,incredibleindia in journey tym of hrs trn is running late by almost same tym leads to frustration whn v dont,incredibleindia journey tym hrs trn running late almost tym leads frustration whn v dont,14
295,0,@sureshpprabhu Sir the BOOKING tab on the Tiger Express website is not working @IRCTC @RailMinIndia,Cleanliness & Facilities,sureshpprabhu sir the booking tab on the tiger express website is not working irctc railminindia,sureshpprabhu sir booking tab tiger express website working irctc railminindia,10
296,0,"@RailMinIndia @sureshpprabhu 12204 magadh express, dirty, leaking and stinky toilet of coach B1. My pnr 276437435. https://t.co/ME9oGL856L",Cleanliness & Facilities,railminindia sureshpprabhu magadh express dirty leaking and stinky toilet of coach b my pnr,railminindia sureshpprabhu magadh express dirty leaking stinky toilet coach b pnr,11
297,1,Check out Thief Catcher on The Prolific Reader! #instafreebie #freebook #whattoread #pnr https://t.co/jB0Hts5o8J https://t.co/brSUrxmByu,Safety & Security,check out thief catcher on the prolific reader instafreebie freebook whattoread pnr,check thief catcher prolific reader instafreebie freebook whattoread pnr,9
298,4,"@RailMinIndia the train no. 22488 from ndls to jogbani (bihar) is running late 7-11 hours daily, instruct to regulate it.",Delay / Running Status,railminindia the train no from ndls to jogbani bihar is running late hours daily instruct to regulate it,railminindia train ndls jogbani bihar running late hours daily instruct regulate,11
299,4,@RailMinIndia @RailwayNorthern @ECRlyHJP plz help me coach position of train no 19321 of coach A1 at Jaunpur Jn .,Delay / Running Status,railminindia railwaynorthern ecrlyhjp plz help me coach position of train no of coach a at jaunpur jn,railminindia railwaynorthern ecrlyhjp plz help coach position train coach jaunpur jn,11
300,5,@RailMinIndia Want help. Ticket wainting list no.1. (Rajdhani) PNR No.- 2418289059. Very urgent to visit. Please. Date of Travel 09.06.2016,Ticketing & Reservation,railminindia want help ticket wainting list no rajdhani pnr no very urgent to visit please date of travel,railminindia want help ticket wainting list rajdhani pnr urgent visit please date travel,13
301,4,"@RailMinIndia this is so absurd, Mumbai local trains never reached on time always getting late in kalyan junction, dombivli in between .",Delay / Running Status,railminindia this is so absurd mumbai local trains never reached on time always getting late in kalyan junction dombivli in between,railminindia absurd mumbai local trains never reached time always getting late kalyan junction dombivli,14
302,3,@RailMinIndia I was expecting some strict action on overcharging but instead received a mail stating counseling will be done for them.,Food & Catering,railminindia i was expecting some strict action on overcharging but instead received a mail stating counseling will be done for them,railminindia expecting strict action overcharging instead received mail stating counseling done,11
303,7,"@sureshpprabhu @RailMinIndia @drmbikaner @SrdcmC  ??!STNL stn ?? ??? concerned officer ???? ???????????? ??,???? ???? mini ??? only ?? ??? ?",Customer Support Response,sureshpprabhu railminindia drmbikaner srdcmc stnl stn concerned officer mini only,sureshpprabhu railminindia drmbikaner srdcmc stnl stn concerned officer mini,9
304,6,RT @Misandry_Kills: #SaturdayMotivation Punish d murderers of #Engineer #Husband who was thrown out of #Train by… ,Irrelevant & Noise,rt misandrykills saturdaymotivation punish d murderers of engineer husband who was thrown out of train by,rt misandrykills saturdaymotivation punish murderers engineer husband thrown train,9
305,3,@RailMinIndia Travlling in trn no15024 YPR GKP frm KCG to LKO.PNR 4836770906 Vendors ovrcharging for cold drinks/chips by Rs 5.Tea for Rs10,Food & Catering,railminindia travlling in trn no ypr gkp frm kcg to lkopnr vendors ovrcharging for cold drinkschips by rs tea for rs,railminindia travlling trn ypr gkp frm kcg lkopnr vendors ovrcharging cold drinkschips rs tea rs,15
306,5,@RailMinIndia please help. His PNR number is 2820176609,Ticketing & Reservation,railminindia please help his pnr number is,railminindia please help pnr number,5
307,4,"@RailMinIndia sir train no 12562 runs apprx 4 hr late/day..today also it is running too late,I want to draw ur kind attention towards this.",Delay / Running Status,railminindia sir train no runs apprx hr latedaytoday also it is running too latei want to draw ur kind attention towards this,railminindia sir train runs apprx hr latedaytoday also running latei want draw ur kind attention towards,16
308,7,@prena_ @rpfnwrjp @RpfNwr @RailMinIndia Kindly clarify the name of station with @SrdenCoJaipur,Customer Support Response,prena rpfnwrjp rpfnwr railminindia kindly clarify the name of station with srdencojaipur,prena rpfnwrjp rpfnwr railminindia kindly clarify name station srdencojaipur,9
309,5,@RailMinIndia Not refunded by counter for waiting list counter tickt after chart prepared and not travelled.PNR 2418998762Plz help me out.,Ticketing & Reservation,railminindia not refunded by counter for waiting list counter tickt after chart prepared and not travelledpnr plz help me out,railminindia refunded counter waiting list counter tickt chart prepared travelledpnr plz help,12
310,5,@sureshpprabhu @RailMinIndia Like airport fees railway must charge Rs.25 per ticket as station development and maintenance fees.,Ticketing & Reservation,sureshpprabhu railminindia like airport fees railway must charge rs per ticket as station development and maintenance fees,sureshpprabhu railminindia like airport fees railway must charge rs per ticket station development maintenance fees,15
311,4,"@RailMinIndia @drmmumbaicr @gm_crly Tweet No 3, Late Again today during morning peak hours by 20-25 mins. Jam Packed. Made In India.",Delay / Running Status,railminindia drmmumbaicr gmcrly tweet no late again today during morning peak hours by mins jam packed made in india,railminindia drmmumbaicr gmcrly tweet late today morning peak hours mins jam packed made india,14
312,3,"@RailMinIndia got stale snacks in train no.12791 in evening.(berth no.55 B-2, 3A). Vendor argued n denied. https://t.co/f23gpEeBtN",Food & Catering,railminindia got stale snacks in train no in eveningberth no b a vendor argued n denied,railminindia got stale snacks train eveningberth b vendor argued n denied,11
313,3,"@RailMinIndia travelling in B4 33 34, 22461, tea is worthless, quality very poor, when complained misbehaved by vendor of the train.plz help",Food & Catering,railminindia travelling in b tea is worthless quality very poor when complained misbehaved by vendor of the trainplz help,railminindia travelling b tea worthless quality poor complained misbehaved vendor trainplz help,12
314,0,@RailMinIndia @PMOIndia Traveled 3 stations in last few days. Never seen Stations so clean and hygienic. Coaches &amp; Toilets absolutely clean,Cleanliness & Facilities,railminindia pmoindia traveled stations in last few days never seen stations so clean and hygienic coaches amp toilets absolutely clean,railminindia pmoindia traveled stations last days never seen stations clean hygienic coaches amp toilets absolutely clean,16
315,4,@sureshpprabhu  Hundreds of ppl waiting at plateform# 13 since last 5 hrs. Is any one take responsibility?@RailMinIndia 2/2,Delay / Running Status,sureshpprabhu hundreds of ppl waiting at plateform since last hrs is any one take responsibilityrailminindia,sureshpprabhu hundreds ppl waiting plateform since last hrs one take responsibilityrailminindia,11
316,3,"@RailMinIndia pnr no 2219054565 As i orderd food frm train frm e catering , i dont hv any print out of ordr slip , which they require .",Food & Catering,railminindia pnr no as i orderd food frm train frm e catering i dont hv any print out of ordr slip which they require,railminindia pnr orderd food frm train frm e catering dont hv print ordr slip require,15
317,6,@RailMinIndia sir I am since morning and two time I had connected the at no 011-39340000 . But they give me very bad response . 1/2,Irrelevant & Noise,railminindia sir i am since morning and two time i had connected the at no but they give me very bad response,railminindia sir since morning two time connected give bad response,10
318,0,"@sureshpprabhu @RailMinIndia Air conditioning not functional at Coach A3, 12424 DBRT Rajdhani, departed NDLS on 10-Jun. Request attention.",Cleanliness & Facilities,sureshpprabhu railminindia air conditioning not functional at coach a dbrt rajdhani departed ndls on jun request attention,sureshpprabhu railminindia air conditioning functional coach dbrt rajdhani departed ndls jun request attention,13
319,0,@sureshpprabhu @RailMinIndia Ws at Lko Charbagh station ystrdy. Lack of sufficient sitting arrangements and platform ws vry dirty.,Cleanliness & Facilities,sureshpprabhu railminindia ws at lko charbagh station ystrdy lack of sufficient sitting arrangements and platform ws vry dirty,sureshpprabhu railminindia ws lko charbagh station ystrdy lack sufficient sitting arrangements platform ws vry dirty,15
320,5,@PiyushGoyal @narendramodi @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local… https://t.co/VIlogxqpl1,Ticketing & Reservation,piyushgoyal narendramodi railminindia drmadiwr piyushgoyal irctcltd ajmer exp some people sleeping in local,piyushgoyal narendramodi railminindia drmadiwr piyushgoyal irctcltd ajmer exp people sleeping local,11
321,6,@RailMinIndia we are wants given best ideas and technology for Indian railway development more than against Japan and China,Irrelevant & Noise,railminindia we are wants given best ideas and technology for indian railway development more than against japan and china,railminindia wants given best ideas technology indian railway development japan china,11
322,6,RT @FollowCII: We are in the process of drawing up policies for each of the sectors of the economy on how to increase their busine… ,Irrelevant & Noise,rt followcii we are in the process of drawing up policies for each of the sectors of the economy on how to increase their busine,rt followcii process drawing policies sectors economy increase busine,9
323,4,"@PiyushGoyal plz do favour for Jaunpur Jn ( JNU) - one more foot than over bridge but covered, coaches indications… https://t.co/9EBewnWUpM",Delay / Running Status,piyushgoyal plz do favour for jaunpur jn jnu one more foot than over bridge but covered coaches indications,piyushgoyal plz favour jaunpur jn jnu one foot bridge covered coaches indications,12
324,3,@sureshpprabhu @RailMinIndia @WesternRly Train#12009 C8-12. Found fly in food #unhygenic #unsafe #buckuprailways https://t.co/iFieGs6jnS,Food & Catering,sureshpprabhu railminindia westernrly train c found fly in food unhygenic unsafe buckuprailways,sureshpprabhu railminindia westernrly train c found fly food unhygenic unsafe buckuprailways,11
